     r start (m)       r end (m)  v start (ms-1)    v end (ms-1)    accel (ms-2)     t start (s)       t end (s)
   4255828.00000   4249457.00000      6472.21063      6482.03110         9.98405       655.35798       656.34159
   4249457.00000   4243086.00000      6482.03110      6491.83909         9.98647       656.34159       657.32372
   4243086.00000   4236715.00000      6491.83909      6501.63469         9.98893       657.32372       658.30437
   4236715.00000   4230344.00000      6501.63469      6511.41799         9.99142       658.30437       659.28354
   4230344.00000   4223973.00000      6511.41799      6521.18909         9.99394       659.28354       660.26124
   4223973.00000   4217602.00000      6521.18909      6530.94806         9.99651       660.26124       661.23748
   4217602.00000   4211231.00000      6530.94806      6540.69501         9.99911       661.23748       662.21226
   4211231.00000   4204860.00000      6540.69501      6550.43002        10.00174       662.21226       663.18559
   4204860.00000   4198489.00000      6550.43002      6560.15317        10.00441       663.18559       664.15748
   4198489.00000   4192118.00000      6560.15317      6569.86457        10.00712       664.15748       665.12793
   4192118.00000   4185747.00000      6569.86457      6579.56429        10.00987       665.12793       666.09694
   4185747.00000   4179376.00000      6579.56429      6589.25242        10.01266       666.09694       667.06453
   4179376.00000   4173005.00000      6589.25242      6598.92906        10.01548       667.06453       668.03070
   4173005.00000   4166634.00000      6598.92906      6608.59429        10.01834       668.03070       668.99545
   4166634.00000   4160263.00000      6608.59429      6618.24819        10.02124       668.99545       669.95880
   4160263.00000   4153892.00000      6618.24819      6627.89086        10.02418       669.95880       670.92074
   4153892.00000   4147521.00000      6627.89086      6637.52237        10.02716       670.92074       671.88128
   4147521.00000   4141150.00000      6637.52237      6647.14282        10.03017       671.88128       672.84043
   4141150.00000   4134779.00000      6647.14282      6656.75230        10.03323       672.84043       673.79820
   4134779.00000   4128408.00000      6656.75230      6666.35088        10.03633       673.79820       674.75458
   4128408.00000   4122037.00000      6666.35088      6675.93865        10.03947       674.75458       675.70959
   4122037.00000   4115666.00000      6675.93865      6685.51571        10.04264       675.70959       676.66323
   4115666.00000   4109295.00000      6685.51571      6695.08212        10.04586       676.66323       677.61550
   4109295.00000   4102924.00000      6695.08212      6704.63799        10.04912       677.61550       678.56642
   4102924.00000   4096553.00000      6704.63799      6714.18339        10.05242       678.56642       679.51598
   4096553.00000   4090182.00000      6714.18339      6723.71840        10.05577       679.51598       680.46419
   4090182.00000   4083811.00000      6723.71840      6733.24312        10.05915       680.46419       681.41106
   4083811.00000   4077440.00000      6733.24312      6742.75762        10.06258       681.41106       682.35660
   4077440.00000   4071069.00000      6742.75762      6752.26199        10.06605       682.35660       683.30080
   4071069.00000   4064698.00000      6752.26199      6761.75631        10.06957       683.30080       684.24367
   4064698.00000   4058327.00000      6761.75631      6771.24066        10.07312       684.24367       685.18522
   4058327.00000   4051956.00000      6771.24066      6780.71513        10.07672       685.18522       686.12545
   4051956.00000   4045585.00000      6780.71513      6790.17981        10.08037       686.12545       687.06437
   4045585.00000   4039214.00000      6790.17981      6799.63476        10.08406       687.06437       688.00199
   4039214.00000   4032843.00000      6799.63476      6809.08008        10.08779       688.00199       688.93830
   4032843.00000   4026472.00000      6809.08008      6818.51585        10.09157       688.93830       689.87331
   4026472.00000   4020101.00000      6818.51585      6827.94215        10.09540       689.87331       690.80704
   4020101.00000   4013730.00000      6827.94215      6837.35906        10.09927       690.80704       691.73947
   4013730.00000   4007359.00000      6837.35906      6846.76666        10.10319       691.73947       692.67062
   4007359.00000   4000988.00000      6846.76666      6856.16504        10.10715       692.67062       693.60050
   4000988.00000   3994617.00000      6856.16504      6865.55427        10.11116       693.60050       694.52910
   3994617.00000   3988246.00000      6865.55427      6874.93444        10.11522       694.52910       695.45643
   3988246.00000   3981875.00000      6874.93444      6884.30563        10.11932       695.45643       696.38250
   3981875.00000   3975504.00000      6884.30563      6893.66792        10.12348       696.38250       697.30731
   3975504.00000   3969133.00000      6893.66792      6903.02139        10.12768       697.30731       698.23086
   3969133.00000   3962762.00000      6903.02139      6912.36612        10.13193       698.23086       699.15317
   3962762.00000   3956391.00000      6912.36612      6921.70219        10.13623       699.15317       700.07423
   3956391.00000   3950020.00000      6921.70219      6931.02968        10.14058       700.07423       700.99405
   3950020.00000   3943649.00000      6931.02968      6940.34867        10.14497       700.99405       701.91263
   3943649.00000   3937278.00000      6940.34867      6949.65924        10.14942       701.91263       702.82998
   3937278.00000   3930907.00000      6949.65924      6958.96148        10.15392       702.82998       703.74610
   3930907.00000   3924536.00000      6958.96148      6968.25546        10.15847       703.74610       704.66100
   3924536.00000   3918165.00000      6968.25546      6977.54125        10.16307       704.66100       705.57468
   3918165.00000   3911794.00000      6977.54125      6986.81896        10.16772       705.57468       706.48715
   3911794.00000   3905423.00000      6986.81896      6996.08864        10.17243       706.48715       707.39840
   3905423.00000   3899052.00000      6996.08864      7005.35038        10.17719       707.39840       708.30845
   3899052.00000   3892681.00000      7005.35038      7014.60425        10.18199       708.30845       709.21730
   3892681.00000   3886310.00000      7014.60425      7023.85033        10.18684       709.21730       710.12495
   3886310.00000   3879939.00000      7023.85033      7033.08870        10.19174       710.12495       711.03141
   3879939.00000   3873568.00000      7033.08870      7042.31944        10.19671       711.03141       711.93667
   3873568.00000   3867197.00000      7042.31944      7051.54264        10.20173       711.93667       712.84075
   3867197.00000   3860826.00000      7051.54264      7060.75836        10.20681       712.84075       713.74365
   3860826.00000   3854455.00000      7060.75836      7069.96671        10.21194       713.74365       714.64538
   3854455.00000   3848084.00000      7069.96671      7079.16774        10.21713       714.64538       715.54593
   3848084.00000   3841713.00000      7079.16774      7088.36155        10.22238       715.54593       716.44531
   3841713.00000   3835342.00000      7088.36155      7097.54822        10.22769       716.44531       717.34352
